,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
1003384,2788900,358628,Cash loans,7173.72,135000.0,170640.0,,135000.0,WEDNESDAY,13,Y,1,,,,XNA,Approved,-436,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,middle,Cash X-Sell: middle,365243.0,-406.0,1004.0,365243.0,365243.0,1.0
1575805,2623487,174960,Consumer loans,11463.975,102816.0,102816.0,0.0,102816.0,FRIDAY,12,Y,1,0.0,,,XAP,Approved,-1277,Cash through the bank,XAP,Unaccompanied,New,Audio/Video,POS,XNA,Country-wide,1200,Consumer electronics,12.0,high,POS household with interest,365243.0,-1246.0,-916.0,-916.0,-903.0,0.0
797976,1258856,229710,Cash loans,83789.505,1530000.0,1602706.5,,1530000.0,WEDNESDAY,11,Y,1,,,,XNA,Approved,-701,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,low_normal,Cash X-Sell: low,365243.0,-671.0,19.0,-341.0,-333.0,1.0
1639161,1605307,160741,Consumer loans,14334.3,107244.0,71244.0,36000.0,107244.0,SATURDAY,15,Y,1,0.3655894290335378,,,XAP,Approved,-837,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Stone,882,Consumer electronics,6.0,high,POS household with interest,365243.0,-805.0,-655.0,-715.0,-709.0,0.0
308283,1667164,289444,Cash loans,10905.075,103500.0,131418.0,,103500.0,WEDNESDAY,17,Y,1,,,,XNA,Approved,-344,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,high,Cash X-Sell: high,,,,,,
822622,1633536,272821,Cash loans,,0.0,0.0,,,SATURDAY,15,Y,1,,,,XNA,Canceled,-253,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1565705,1556665,295134,Consumer loans,5508.81,52605.0,47205.0,5400.0,52605.0,SUNDAY,13,Y,1,0.11179718485107702,,,XAP,Approved,-2776,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,54,Connectivity,12.0,high,POS mobile with interest,365243.0,-2743.0,-2413.0,-2413.0,-2405.0,0.0
2455,2538097,219184,Consumer loans,7551.63,58045.5,72387.0,0.0,58045.5,SUNDAY,14,Y,1,0.0,,,XAP,Approved,-1104,Cash through the bank,XAP,Unaccompanied,New,Audio/Video,POS,XNA,Country-wide,1892,Consumer electronics,12.0,middle,POS household with interest,365243.0,-1073.0,-743.0,-743.0,-739.0,0.0
1443337,2349360,141835,Revolving loans,,0.0,0.0,,,SATURDAY,17,Y,1,,,,XAP,Canceled,-250,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
967665,2311922,298953,Consumer loans,8139.915,65362.5,71833.5,0.0,65362.5,FRIDAY,19,Y,1,0.0,,,XAP,Refused,-1565,Cash through the bank,HC,Unaccompanied,Repeater,Computers,POS,XNA,Regional / Local,140,Consumer electronics,12.0,high,POS household with interest,,,,,,
29144,2009539,387844,Cash loans,,0.0,0.0,,,TUESDAY,13,Y,1,,,,XNA,Canceled,-296,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
988685,1466853,148664,Consumer loans,7457.13,33750.0,35932.5,3375.0,33750.0,TUESDAY,16,Y,1,0.09351095384295156,,,XAP,Approved,-1517,XNA,XAP,"Spouse, partner",New,Audio/Video,POS,XNA,Stone,48,Consumer electronics,6.0,high,POS household with interest,365243.0,-1484.0,-1334.0,-1334.0,-1330.0,0.0
1266170,2650802,331497,Cash loans,,0.0,0.0,,,WEDNESDAY,16,Y,1,,,,XNA,Canceled,-294,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
575554,1356763,379851,Consumer loans,,16065.0,16065.0,0.0,16065.0,WEDNESDAY,7,Y,1,0.0,,,XAP,Refused,-145,Cash through the bank,HC,,Repeater,Mobile,XNA,XNA,Country-wide,80,Connectivity,,XNA,POS mobile with interest,,,,,,
1603695,2457250,177965,Revolving loans,2250.0,45000.0,45000.0,,45000.0,THURSDAY,13,Y,1,,,,XAP,Refused,-369,XNA,SCOFR,Unaccompanied,Repeater,XNA,Cards,walk-in,Country-wide,67,Connectivity,0.0,XNA,Card Street,,,,,,
1311712,1194442,374000,Consumer loans,8094.735,61650.0,67752.0,0.0,61650.0,FRIDAY,12,Y,1,0.0,,,XAP,Approved,-31,Cash through the bank,XAP,Unaccompanied,Repeater,Clothing and Accessories,POS,XNA,Stone,100,Clothing,10.0,middle,POS industry with interest,365243.0,365243.0,269.0,365243.0,365243.0,1.0
514254,2295221,318280,Consumer loans,15220.215,136440.0,123340.5,22500.0,136440.0,MONDAY,13,Y,1,0.16802291170522213,,,XAP,Approved,-1464,Cash through the bank,XAP,Family,New,Furniture,POS,XNA,Stone,3214,Furniture,10.0,middle,POS industry with interest,365243.0,-1433.0,-1163.0,-1163.0,-1121.0,0.0
978104,2769054,437016,Revolving loans,,0.0,0.0,,,TUESDAY,17,Y,1,,,,XAP,Canceled,-219,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1248484,1248394,124420,Cash loans,46067.4,1282500.0,1282500.0,,1282500.0,MONDAY,13,Y,1,,,,XNA,Refused,-304,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,low_normal,Cash Street: low,,,,,,
991611,2322559,318785,Consumer loans,8128.575,58410.0,60979.5,2925.0,58410.0,THURSDAY,16,Y,1,0.04984924237089576,,,XAP,Approved,-1673,Cash through the bank,XAP,"Spouse, partner",New,Mobile,POS,XNA,Stone,348,Consumer electronics,12.0,high,POS household with interest,365243.0,-1642.0,-1312.0,-1522.0,-1516.0,0.0
156430,2354782,175343,Cash loans,12563.55,135000.0,148365.0,0.0,135000.0,FRIDAY,8,Y,1,0.0,,,Other,Approved,-2170,Cash through the bank,XAP,Family,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high,365243.0,-2140.0,-1630.0,-1630.0,-1626.0,1.0
3372,1476143,316765,Revolving loans,,0.0,0.0,,,TUESDAY,12,Y,1,,,,XAP,Canceled,-320,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
524248,1431694,444456,Consumer loans,15964.515,145935.0,142897.5,14593.5,145935.0,TUESDAY,13,Y,1,0.100917818680548,,,XAP,Approved,-380,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Country-wide,120,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-348.0,-78.0,-78.0,-74.0,0.0
690752,2064351,421272,Consumer loans,6342.795,30177.0,33651.0,0.0,30177.0,THURSDAY,17,Y,1,0.0,,,XAP,Approved,-1453,Cash through the bank,XAP,Other_B,New,Audio/Video,POS,XNA,Country-wide,1892,Consumer electronics,6.0,middle,POS household with interest,365243.0,-1422.0,-1272.0,-1332.0,-1324.0,0.0
1062000,1119918,113494,Consumer loans,2196.27,22455.0,20205.0,2250.0,22455.0,WEDNESDAY,12,Y,1,0.10912734560029147,,,XAP,Refused,-2618,Cash through the bank,SCO,Family,Repeater,Mobile,POS,XNA,Stone,50,Connectivity,12.0,high,POS mobile with interest,,,,,,
650215,2628945,197249,Consumer loans,8249.04,43645.5,41224.5,4365.0,43645.5,MONDAY,10,Y,1,0.10427580513455544,,,XAP,Approved,-2255,Cash through the bank,XAP,Other_B,New,Mobile,POS,XNA,Regional / Local,204,Consumer electronics,6.0,high,POS household with interest,365243.0,-2224.0,-2074.0,-2074.0,-2067.0,0.0
490238,1893677,257904,Consumer loans,,22050.0,22050.0,0.0,22050.0,THURSDAY,15,Y,1,0.0,,,XAP,Refused,-1168,Cash through the bank,HC,,New,Mobile,XNA,XNA,Country-wide,50,Connectivity,,XNA,POS mobile with interest,,,,,,
1079501,2530212,216868,Consumer loans,30798.36,320985.0,307953.0,32098.5,320985.0,SUNDAY,13,Y,1,0.10280261826651124,,,XAP,Refused,-264,Cash through the bank,LIMIT,,Repeater,Construction Materials,POS,XNA,Stone,2037,Construction,12.0,middle,POS industry with interest,,,,,,
1053482,2816920,427968,Consumer loans,6908.49,35549.91,37422.0,4.41,35549.91,TUESDAY,15,Y,1,0.0001283289235887414,,,XAP,Approved,-847,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,476,Consumer electronics,6.0,middle,POS household with interest,365243.0,-816.0,-666.0,-666.0,-659.0,0.0
468847,1486379,409863,Cash loans,28633.32,225000.0,271300.5,,225000.0,THURSDAY,15,Y,1,,,,XNA,Approved,-1230,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-1200.0,-870.0,-900.0,-898.0,1.0
267530,1722399,362581,Consumer loans,,84312.0,84312.0,0.0,84312.0,SATURDAY,15,Y,1,0.0,,,XAP,Unused offer,-69,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,56,Connectivity,,XNA,POS mobile with interest,,,,,,
284486,2181690,363165,Consumer loans,15065.775,85954.5,81441.0,8599.5,85954.5,TUESDAY,8,Y,1,0.10401582924047813,,,XAP,Approved,-974,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Stone,90,Consumer electronics,6.0,middle,POS household without interest,365243.0,-943.0,-793.0,-793.0,-786.0,0.0
659488,1304842,117403,Consumer loans,6878.205,58050.0,57366.0,5850.0,58050.0,SATURDAY,13,Y,1,0.10078432387657904,,,XAP,Refused,-2068,Cash through the bank,LIMIT,Children,Repeater,Furniture,POS,XNA,Stone,100,Furniture,12.0,high,POS industry with interest,,,,,,
501860,1448772,150881,Consumer loans,11786.67,41625.0,43272.0,0.0,41625.0,SUNDAY,10,Y,1,0.0,,,XAP,Approved,-197,Cash through the bank,XAP,Unaccompanied,Repeater,Furniture,POS,XNA,Stone,35,Furniture,4.0,middle,POS industry with interest,365243.0,-165.0,-75.0,-75.0,-71.0,0.0
758899,2474454,335014,Cash loans,17917.335,315000.0,381528.0,,315000.0,THURSDAY,16,Y,1,,,,XNA,Approved,-383,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,middle,Cash X-Sell: middle,365243.0,-353.0,1057.0,365243.0,365243.0,1.0
820995,1262301,127566,Revolving loans,2250.0,45000.0,45000.0,,45000.0,MONDAY,7,Y,1,,,,XAP,Approved,-273,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,walk-in,AP+ (Cash loan),6,XNA,0.0,XNA,Card Street,,,,,,
718673,2464931,372033,Cash loans,34428.015,450000.0,491580.0,,450000.0,SUNDAY,11,Y,1,,,,XNA,Approved,-516,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),2,XNA,24.0,high,Cash X-Sell: high,365243.0,-486.0,204.0,-237.0,-229.0,1.0
861686,2752673,124362,Cash loans,,0.0,0.0,,,TUESDAY,11,Y,1,,,,XNA,Canceled,-454,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
622012,1301725,236345,Consumer loans,3567.78,37219.5,30546.0,9000.0,37219.5,SATURDAY,11,Y,1,0.247858650225514,,,XAP,Approved,-2537,Cash through the bank,XAP,"Spouse, partner",Repeater,Audio/Video,POS,XNA,Regional / Local,698,Consumer electronics,10.0,middle,POS household with interest,365243.0,-2506.0,-2236.0,-2236.0,-2214.0,1.0
770113,2454590,249539,Consumer loans,10280.79,72846.0,83479.5,7285.5,72846.0,SATURDAY,16,Y,1,0.08741884887546758,,,XAP,Approved,-543,Cash through the bank,XAP,,New,Mobile,POS,XNA,Regional / Local,-1,Consumer electronics,12.0,high,POS household with interest,,,,,,
1628267,1476210,373714,Revolving loans,11250.0,225000.0,225000.0,,225000.0,FRIDAY,11,Y,1,,,,XAP,Refused,-748,XNA,HC,,Repeater,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,,,,,,
27808,1511748,226408,Cash loans,22853.79,225000.0,337824.0,,225000.0,MONDAY,12,Y,1,,,,Other,Refused,-799,XNA,LIMIT,,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high,,,,,,
1198795,2783329,256258,Revolving loans,38250.0,765000.0,765000.0,,765000.0,THURSDAY,17,Y,1,,,,XAP,Approved,-278,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-225.0,-201.0,365243.0,365243.0,365243.0,0.0
1220638,1588889,286262,Consumer loans,7862.625,87597.0,77472.0,17523.0,87597.0,WEDNESDAY,7,Y,1,0.20089625769777364,,,XAP,Approved,-303,Cash through the bank,XAP,,New,Computers,POS,XNA,Country-wide,35,Connectivity,12.0,middle,POS mobile with interest,365243.0,-272.0,58.0,-212.0,-208.0,0.0
1030302,1427052,351034,Cash loans,,0.0,0.0,,,TUESDAY,17,Y,1,,,,XNA,Canceled,-125,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1318532,1688830,211958,Consumer loans,3592.845,76770.0,76770.0,0.0,76770.0,THURSDAY,17,Y,1,0.0,,,XAP,Approved,-1640,Cash through the bank,XAP,Unaccompanied,Refreshed,Consumer Electronics,POS,XNA,Country-wide,1000,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1608.0,-918.0,-1008.0,-1000.0,0.0
898967,2373679,389282,Consumer loans,10970.46,84555.0,84555.0,0.0,84555.0,SUNDAY,15,Y,1,0.0,,,XAP,Approved,-1940,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,4599,Consumer electronics,10.0,high,POS household with interest,365243.0,-1909.0,-1639.0,-1639.0,-1632.0,0.0
608334,1959568,205841,Consumer loans,3883.59,86206.5,86206.5,0.0,86206.5,SATURDAY,12,Y,1,0.0,,,XAP,Approved,-839,XNA,XAP,Family,Repeater,Computers,POS,XNA,Stone,108,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-806.0,-116.0,-176.0,-173.0,0.0
16184,2084086,297538,Cash loans,22904.28,225000.0,239850.0,,225000.0,FRIDAY,12,Y,1,,,,XNA,Canceled,-247,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,low_normal,Cash X-Sell: low,,,,,,
1107563,1213920,419371,Consumer loans,15523.47,155250.0,139725.0,15525.0,155250.0,WEDNESDAY,17,Y,1,0.1089090909090909,,,XAP,Approved,-1435,Cash through the bank,XAP,"Spouse, partner",Repeater,Furniture,POS,XNA,Stone,110,Furniture,10.0,low_normal,POS industry with interest,365243.0,-1403.0,-1133.0,-1133.0,-1130.0,0.0
932094,2788581,439212,Cash loans,6535.8,45000.0,55075.5,,45000.0,WEDNESDAY,12,Y,1,,,,XNA,Approved,-1145,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high,365243.0,-1115.0,-785.0,-785.0,-776.0,1.0
1290659,1921138,177111,Consumer loans,5732.19,26316.0,27877.5,0.0,26316.0,MONDAY,12,Y,1,0.0,,,XAP,Approved,-212,XNA,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,60,Connectivity,6.0,high,POS mobile with interest,365243.0,-182.0,-32.0,-92.0,-87.0,1.0
959445,2074855,223734,Consumer loans,17212.815,184410.0,184410.0,0.0,184410.0,MONDAY,16,Y,1,0.0,,,XAP,Approved,-457,Cash through the bank,XAP,,Refreshed,Medical Supplies,POS,XNA,Stone,300,Industry,12.0,low_normal,POS industry with interest,365243.0,-419.0,-89.0,-89.0,-87.0,0.0
790118,1775012,355696,Revolving loans,38250.0,765000.0,765000.0,,765000.0,THURSDAY,11,Y,1,,,,XAP,Approved,-621,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-593.0,-544.0,365243.0,365243.0,365243.0,0.0
1493733,1228565,230208,Cash loans,,0.0,0.0,,,THURSDAY,7,Y,1,,,,XNA,Canceled,-333,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
657632,2381418,253409,Cash loans,150975.0,2250000.0,2250000.0,,2250000.0,TUESDAY,17,Y,1,,,,XNA,Refused,-543,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,low_normal,Cash X-Sell: low,,,,,,
395106,1507752,334929,Cash loans,,0.0,0.0,,,MONDAY,11,Y,1,,,,XNA,Canceled,-329,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
906606,2046165,345024,Revolving loans,11250.0,0.0,225000.0,,,SATURDAY,9,N,1,,,,XAP,Refused,-1131,XNA,LIMIT,,Refreshed,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
40597,1285969,308365,Consumer loans,21959.01,113341.5,107055.0,11335.5,113341.5,FRIDAY,19,Y,1,0.10427686343076514,,,XAP,Approved,-1425,Cash through the bank,XAP,Unaccompanied,New,Audio/Video,POS,XNA,Country-wide,2200,Consumer electronics,6.0,high,POS household with interest,365243.0,-1394.0,-1244.0,-1244.0,-1205.0,0.0
893040,2539671,430428,Cash loans,7381.8,67500.0,67500.0,0.0,67500.0,MONDAY,14,Y,1,0.0,,,XNA,Approved,-2816,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high,365243.0,-2786.0,-2456.0,-2456.0,-2446.0,0.0
1363804,2021835,236772,Cash loans,,0.0,0.0,,,TUESDAY,10,Y,1,,,,XNA,Canceled,-134,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
970322,2697462,141928,Consumer loans,7037.28,65016.0,63342.0,6502.5,65016.0,WEDNESDAY,13,Y,1,0.10139400577516673,,,XAP,Approved,-2521,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Country-wide,2400,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-2490.0,-2220.0,-2220.0,-2216.0,1.0
1586177,1604673,379398,Cash loans,15944.58,135000.0,173839.5,,135000.0,WEDNESDAY,7,Y,1,,,,XNA,Approved,-1039,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high,365243.0,-1009.0,-499.0,-499.0,-496.0,1.0
1561576,2694015,297173,Revolving loans,,0.0,0.0,,,FRIDAY,16,Y,1,,,,XAP,Canceled,-202,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1026292,2567045,183205,Cash loans,14106.285,306000.0,355680.0,,306000.0,THURSDAY,13,Y,1,,,,XNA,Approved,-382,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,low_normal,Cash X-Sell: low,365243.0,-352.0,698.0,365243.0,365243.0,1.0
20862,2081245,207158,Cash loans,,0.0,0.0,,,MONDAY,9,Y,1,,,,XNA,Canceled,-219,XNA,XAP,,Repeater,XNA,XNA,XNA,Contact center,0,XNA,,XNA,Cash,,,,,,
1554779,1666064,343944,Cash loans,10732.05,135000.0,135000.0,,135000.0,FRIDAY,11,Y,1,,,,Repairs,Approved,-307,Cash through the bank,XAP,Family,Repeater,XNA,Cash,walk-in,Country-wide,23,Connectivity,18.0,middle,Cash Street: middle,365243.0,-277.0,233.0,-97.0,-95.0,0.0
1085224,2683206,220446,Consumer loans,8298.18,82993.5,74691.0,8302.5,82993.5,SATURDAY,9,Y,1,0.10895042711450016,,,XAP,Approved,-1550,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Stone,135,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-1519.0,-1249.0,-1249.0,-1241.0,0.0
858522,2681879,425241,Consumer loans,4856.085,49041.0,53896.5,0.0,49041.0,THURSDAY,16,Y,1,0.0,,,XAP,Approved,-1544,Cash through the bank,XAP,Unaccompanied,New,Photo / Cinema Equipment,POS,XNA,Country-wide,400,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-1513.0,-1183.0,-1183.0,-1177.0,0.0
1004089,2598795,331182,Consumer loans,6981.3,69820.2,62838.0,6982.2,69820.2,FRIDAY,14,Y,1,0.10891189864042992,,,XAP,Approved,-2718,XNA,XAP,Family,New,Consumer Electronics,POS,XNA,Stone,500,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-2687.0,-2417.0,-2417.0,-2415.0,0.0
1063434,2105035,420970,Consumer loans,23681.79,128209.5,134977.5,0.0,128209.5,SATURDAY,17,Y,1,0.0,,,XAP,Approved,-632,Cash through the bank,XAP,,New,Audio/Video,POS,XNA,Country-wide,500,Consumer electronics,6.0,low_action,POS household without interest,365243.0,-601.0,-451.0,-481.0,-477.0,0.0
1277082,1956533,295201,Consumer loans,13495.545,122809.5,122809.5,0.0,122809.5,TUESDAY,11,Y,1,0.0,,,XAP,Approved,-690,XNA,XAP,,New,Mobile,POS,XNA,Country-wide,30,Connectivity,10.0,low_normal,POS mobile without interest,365243.0,-587.0,-317.0,-317.0,-314.0,0.0
776786,1843987,175164,Consumer loans,9853.425,85050.0,94032.0,0.0,85050.0,SATURDAY,13,Y,1,0.0,,,XAP,Approved,-273,Cash through the bank,XAP,Unaccompanied,New,Clothing and Accessories,POS,XNA,Stone,30,Connectivity,12.0,middle,POS mobile with interest,365243.0,-242.0,88.0,365243.0,365243.0,0.0
560459,2810208,219578,Cash loans,53422.155,1138500.0,1270746.0,,1138500.0,WEDNESDAY,9,Y,1,,,,XNA,Refused,-579,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,middle,Cash X-Sell: middle,,,,,,
416486,1978452,371789,Consumer loans,17966.565,101695.5,101695.5,0.0,101695.5,TUESDAY,16,Y,1,0.0,,,XAP,Approved,-395,Cash through the bank,XAP,,Repeater,Office Appliances,POS,XNA,Country-wide,1000,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-362.0,-212.0,-212.0,-208.0,0.0
463520,2162518,447993,Consumer loans,6653.475,35550.0,37660.5,0.0,35550.0,MONDAY,10,Y,1,0.0,,,XAP,Approved,-575,Cash through the bank,XAP,,New,Consumer Electronics,POS,XNA,Stone,30,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-543.0,-393.0,-393.0,-387.0,0.0
1120649,1236547,433555,Consumer loans,4760.37,42882.3,30015.0,12867.3,42882.3,THURSDAY,8,Y,1,0.32679355945332816,,,XAP,Approved,-2833,Cash through the bank,XAP,,New,Mobile,POS,XNA,Stone,14,Connectivity,8.0,high,POS mobile with interest,365243.0,-2797.0,-2587.0,-2587.0,-2571.0,0.0
305825,2061928,441477,Consumer loans,3248.235,25015.5,24349.5,2520.0,25015.5,THURSDAY,11,Y,1,0.10214217201321532,,,XAP,Approved,-2724,Cash through the bank,XAP,"Spouse, partner",Repeater,Mobile,POS,XNA,Country-wide,33,Connectivity,10.0,low_normal,POS mobile with interest,365243.0,-2693.0,-2423.0,-2423.0,-2420.0,1.0
903778,2289447,219533,Cash loans,,0.0,0.0,,,FRIDAY,13,Y,1,,,,XNA,Canceled,-101,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
532329,1825973,155162,Cash loans,22851.0,243000.0,243000.0,,243000.0,THURSDAY,7,Y,1,,,,XNA,Approved,-207,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,low_normal,Cash X-Sell: low,365243.0,-177.0,153.0,365243.0,365243.0,0.0
1125922,1875883,427194,Cash loans,,0.0,0.0,,,TUESDAY,18,Y,1,,,,XNA,Canceled,-278,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1506879,1926667,157451,Cash loans,26541.09,135000.0,139455.0,,135000.0,TUESDAY,8,Y,1,,,,Repairs,Approved,-249,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,middle,Cash Street: middle,365243.0,-219.0,-69.0,-69.0,-62.0,1.0
456819,2247527,267636,Cash loans,14231.7,315000.0,315000.0,,315000.0,TUESDAY,18,Y,1,,,,XNA,Approved,-1364,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),30,XNA,36.0,middle,Cash X-Sell: middle,365243.0,-1334.0,-284.0,-374.0,-372.0,0.0
122996,2318039,189074,Consumer loans,10334.385,58495.5,58495.5,0.0,58495.5,WEDNESDAY,20,Y,1,0.0,,,XAP,Approved,-314,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Regional / Local,1012,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-283.0,-133.0,-163.0,-156.0,0.0
651837,2358860,281164,Cash loans,,0.0,0.0,,,THURSDAY,7,Y,1,,,,XNA,Canceled,-282,XNA,XAP,,Repeater,XNA,XNA,XNA,Contact center,-1,XNA,,XNA,Cash,,,,,,
1418525,2127600,120102,Consumer loans,6051.15,58050.0,59206.5,4500.0,58050.0,TUESDAY,17,Y,1,0.07692949841710174,,,XAP,Approved,-1329,Cash through the bank,XAP,Family,Refreshed,Furniture,POS,XNA,Stone,202,Furniture,12.0,middle,POS industry with interest,365243.0,-1296.0,-966.0,-1056.0,-1051.0,0.0
778598,1759696,153931,Revolving loans,,0.0,0.0,,,FRIDAY,16,Y,1,,,,XAP,Canceled,-172,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
284245,2472108,249457,Consumer loans,19812.51,184545.0,178330.5,18454.5,184545.0,THURSDAY,10,Y,1,0.1021349603974804,,,XAP,Approved,-1365,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Regional / Local,94,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-1329.0,-1059.0,-1059.0,-1054.0,0.0
