,SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
241197,357882,5793068,Closed,currency 1,-809,0,-444.0,-473.0,18405.0,0,173070.0,0.0,0.0,0.0,Consumer credit,-473,
501234,277341,5655462,Active,currency 1,-337,0,1500.0,,,0,90000.0,0.0,,0.0,Credit card,-149,
36084,303196,5807606,Closed,currency 1,-2641,0,-2094.0,-2123.0,,0,202500.0,0.0,0.0,0.0,Consumer credit,-715,0.0
916680,179032,5067109,Closed,currency 1,-2570,0,-2205.0,-2317.0,,0,202500.0,0.0,0.0,0.0,Consumer credit,-1417,0.0
947843,250261,5826306,Closed,currency 1,-1796,0,-1652.0,-1652.0,,0,94009.5,0.0,0.0,0.0,Consumer credit,-1318,
1578593,187581,6669872,Active,currency 1,-257,0,1569.0,,,0,180000.0,166072.5,0.0,0.0,Consumer credit,-20,0.0
220194,304078,5708636,Closed,currency 1,-537,0,-351.0,-351.0,,0,53343.0,0.0,0.0,0.0,Consumer credit,-346,0.0
1150917,392739,5610469,Closed,currency 1,-1372,0,-1190.0,-1186.0,,0,24255.0,0.0,0.0,0.0,Consumer credit,-724,
1589530,154988,5588570,Active,currency 1,-73,0,27528.0,,0.0,0,22500.0,19482.165,3017.835,0.0,Credit card,-12,
859080,111332,6040360,Active,currency 1,-163,0,204.0,,,0,104107.5,66384.0,0.0,0.0,Consumer credit,-10,0.0
1342316,453317,6115238,Active,currency 1,-790,0,556.0,,,0,225000.0,0.0,0.0,0.0,Credit card,-39,
848698,203332,6051584,Closed,currency 1,-1250,0,-883.0,-1128.0,,0,205326.0,0.0,,0.0,Consumer credit,-1122,76774.5
554426,254190,6394490,Closed,currency 1,-1506,0,-1324.0,-1309.0,,0,86067.0,0.0,0.0,0.0,Consumer credit,-931,
632517,443746,6221913,Active,currency 1,-1063,0,,,,0,175500.0,0.0,0.0,0.0,Credit card,-1056,
1528008,429323,6658918,Closed,currency 1,-570,0,-507.0,-507.0,0.0,0,252000.0,0.0,0.0,0.0,Consumer credit,-501,
273309,369262,5058223,Active,currency 1,-360,0,721.0,,,0,360000.0,172035.0,0.0,0.0,Credit card,-79,
1113348,355886,6122246,Active,currency 1,-125,0,424.0,,0.0,0,247500.0,213507.0,0.0,0.0,Consumer credit,-32,13026.33
37850,407710,5809679,Closed,currency 1,-569,0,-446.0,-477.0,0.0,0,26955.0,0.0,0.0,0.0,Consumer credit,-467,
975728,440610,5883347,Closed,currency 1,-2640,0,-2275.0,-2277.0,,0,90000.0,0.0,0.0,0.0,Credit card,-2259,
1223467,379586,5618514,Closed,currency 1,-559,0,,-376.0,,0,12082.5,,,0.0,Consumer credit,-321,
1004336,400021,6742135,Closed,currency 1,-1310,0,-432.0,-432.0,,0,1575000.0,0.0,,0.0,Consumer credit,-148,0.0
389670,423173,5187205,Active,currency 1,-20,0,,,,0,27000.0,28890.0,,0.0,Microloan,-14,
347923,239048,6090596,Closed,currency 1,-1606,0,-1428.0,-1138.0,,0,60817.5,,,0.0,Consumer credit,-1135,0.0
863032,406811,6045285,Active,currency 1,-433,0,297.0,,0.0,0,472500.0,231277.5,0.0,0.0,Consumer credit,-22,
1013765,345503,5131023,Closed,currency 1,-1168,0,-862.0,-854.0,,0,67387.5,0.0,0.0,0.0,Consumer credit,-665,
404421,173154,6418610,Closed,currency 1,-2660,0,-1564.0,-1964.0,,0,360000.0,0.0,0.0,0.0,Consumer credit,-974,
1354378,137293,5437375,Closed,currency 1,-1088,0,-722.0,-948.0,,0,129114.0,0.0,0.0,0.0,Consumer credit,-948,
902615,346093,5664760,Closed,currency 1,-1791,0,-1425.0,-1408.0,,0,60610.5,0.0,0.0,0.0,Consumer credit,-720,
1326062,183248,5277534,Active,currency 1,-948,0,879.0,,,0,481500.0,288234.0,0.0,0.0,Consumer credit,-33,
846644,192759,6277062,Closed,currency 1,-375,0,-84.0,-83.0,,0,69750.0,0.0,0.0,0.0,Credit card,-79,0.0
813339,316435,6387772,Active,currency 1,-340,0,391.0,,,0,467100.0,387018.0,0.0,0.0,Consumer credit,-160,23661.0
93740,356172,5206523,Closed,currency 1,-1222,0,-114.0,-928.0,0.0,0,225000.0,-52.2,225052.2,0.0,Credit card,-928,
1152969,341272,5613020,Closed,currency 1,-2545,0,-2423.0,-2454.0,,0,14888.34,0.0,,0.0,Consumer credit,-752,
207600,239081,6574603,Active,currency 1,-153,0,213.0,,,0,8550.0,5868.0,0.0,0.0,Consumer credit,-30,859.5
474816,325671,5107138,Closed,currency 1,-2096,0,-1710.0,-920.0,,0,98550.0,,,0.0,Consumer credit,-917,
553448,296141,6393265,Closed,currency 1,-2822,0,-2610.0,-2638.0,0.0,0,23670.0,0.0,0.0,0.0,Consumer credit,-2638,
1502941,396941,5985895,Active,currency 1,-69,0,1027.0,,,0,951376.5,927144.0,0.0,0.0,Consumer credit,-16,
816781,341494,6790515,Closed,currency 1,-732,0,363.0,-617.0,0.0,0,495000.0,0.0,0.0,0.0,Consumer credit,-415,54000.0
1500420,341044,5982930,Closed,currency 1,-1380,0,-1260.0,-1030.0,,0,28413.0,,,0.0,Consumer credit,-1027,
1471963,305762,5979690,Closed,currency 1,-186,0,,-14.0,,0,90000.0,0.0,,0.0,Consumer credit,-13,
303438,449225,6316448,Closed,currency 1,-2399,0,-2034.0,-2060.0,8595.0,0,74745.0,0.0,0.0,0.0,Consumer credit,-2060,
1513478,202673,6704858,Active,currency 1,-270,0,1556.0,,,0,1075500.0,985698.0,0.0,0.0,Consumer credit,-15,778.5
380888,430613,5176560,Active,currency 1,-312,0,1514.0,,,0,535500.0,485640.0,0.0,0.0,Consumer credit,-37,
76229,228477,5254190,Active,currency 1,-1275,0,31098.0,,,0,85500.0,66060.0,,0.0,Credit card,-5,10674.36
758578,295335,5506833,Active,currency 1,-2850,0,-1727.0,,0.0,0,225000.0,0.0,0.0,0.0,Credit card,-629,
518629,224699,6462178,Active,currency 1,-75,0,229.0,,0.0,0,100755.0,83934.0,0.0,0.0,Consumer credit,-13,
371497,116234,5553613,Active,currency 1,-727,0,3.0,,,0,675000.0,34677.0,,0.0,Consumer credit,-16,
336125,327328,6412085,Closed,currency 1,-1957,0,-131.0,-934.0,,0,1035000.0,0.0,0.0,0.0,Consumer credit,-772,9697.5
229735,418603,5844391,Active,currency 1,-209,0,522.0,,,0,319050.0,288396.0,,0.0,Consumer credit,-21,24480.0
681486,362543,5306230,Closed,currency 1,-535,0,-494.0,-494.0,,0,360000.0,0.0,0.0,0.0,Consumer credit,-276,
240892,273596,5792674,Closed,currency 1,-118,0,-96.0,-96.0,0.0,0,166500.0,0.0,0.0,0.0,Consumer credit,-93,
977813,382811,6209257,Active,currency 1,-1546,0,,,2700.0,0,540000.0,518004.0,0.0,0.0,Credit card,-10,
1014715,142258,5132233,Closed,currency 1,-443,0,287.0,-86.0,0.0,0,450000.0,0.0,0.0,0.0,Consumer credit,-64,
1525438,350413,5358226,Closed,currency 1,-1047,0,49.0,-532.0,,0,900000.0,0.0,,0.0,Credit card,-532,
628168,163054,5694111,Closed,currency 1,-1461,0,-1065.0,-926.0,,0,254997.0,,,0.0,Consumer credit,-923,
344191,127896,5734678,Closed,currency 1,-1690,0,-1325.0,-1484.0,,0,142695.0,0.0,,0.0,Consumer credit,-1482,
1568606,445077,5751643,Closed,currency 1,-359,0,-147.0,-267.0,0.0,0,59845.5,0.0,0.0,0.0,Consumer credit,-200,
142596,172468,6560126,Active,currency 1,-357,0,1408.0,,,0,0.0,0.0,0.0,0.0,Credit card,-12,
428499,196800,6832435,Closed,currency 1,-2039,0,-1736.0,-1736.0,0.0,0,66505.5,,,0.0,Consumer credit,-1730,
660072,451367,6100009,Closed,currency 1,-896,0,-714.0,-714.0,3793.185,0,24705.0,0.0,0.0,0.0,Consumer credit,-709,
1523721,440475,5356048,Closed,currency 1,-1551,0,-1368.0,-1362.0,,0,55197.0,0.0,,0.0,Consumer credit,-1090,
1008159,275044,5124112,Closed,currency 1,-2497,0,-2376.0,-2466.0,,0,37945.08,0.0,,0.0,Consumer credit,-751,
1451845,417044,5756966,Closed,currency 1,-1173,0,-805.0,-805.0,,0,103792.5,0.0,0.0,0.0,Consumer credit,-772,
1139838,223997,5872770,Closed,currency 1,-796,0,1030.0,-406.0,0.0,0,900000.0,,,0.0,Consumer credit,-406,0.0
1357110,290274,6729547,Closed,currency 1,-381,0,,-331.0,,0,225000.0,0.0,0.0,0.0,Credit card,-16,
791841,131900,6503317,Active,currency 1,-92,0,364.0,,,0,241348.5,,,0.0,Consumer credit,-8,
1336710,336951,6822042,Closed,currency 1,-1036,0,-670.0,-644.0,,0,175360.5,,,0.0,Consumer credit,-641,
707119,118167,5494678,Closed,currency 1,-124,0,-42.0,-42.0,0.0,0,237385.485,0.0,0.0,0.0,Consumer credit,-39,
1132813,123522,5517587,Active,currency 1,-913,0,183.0,,,0,474300.0,126639.0,0.0,0.0,Consumer credit,-46,
773206,433362,5397146,Active,currency 1,-561,0,-378.0,,7086.375,0,39060.0,0.0,0.0,0.0,Consumer credit,-48,
546295,296262,6441709,Closed,currency 1,-686,0,-505.0,-505.0,,0,84541.5,0.0,,0.0,Consumer credit,-503,
519514,304751,6139772,Active,currency 1,-1076,0,22.0,,,0,270000.0,71667.0,0.0,0.0,Credit card,-111,
869822,171427,6522166,Active,currency 1,-879,0,246.0,,0.0,0,567791.28,26010.0,0.0,0.0,Consumer credit,-696,
374582,224841,6019830,Closed,currency 1,-1278,0,-731.0,-731.0,0.0,0,129181.5,0.0,0.0,0.0,Consumer credit,-725,
1141077,442139,5874221,Active,currency 1,-120,0,976.0,,,0,474300.0,444933.0,0.0,0.0,Consumer credit,-15,
298020,232845,6582203,Closed,currency 1,-1498,0,-1258.0,-1258.0,0.0,0,254955.6,0.0,0.0,0.0,Consumer credit,-825,
1442670,325800,6697911,Closed,currency 1,-2276,0,-2134.0,-2124.0,,0,30631.5,0.0,0.0,0.0,Consumer credit,-879,
765352,193341,6344718,Closed,currency 1,-814,0,-449.0,-630.0,,0,149152.5,0.0,0.0,0.0,Consumer credit,-629,
671130,224839,6153395,Active,currency 1,-284,0,91.0,,,0,120001.5,41994.0,0.0,0.0,Consumer credit,-11,0.0
1657957,237446,5344538,Active,currency 1,-324,0,977.0,,,0,135000.0,14539.5,0.0,0.0,Credit card,-125,
1526763,100358,5359844,Closed,currency 1,-1432,0,-852.0,-1065.0,,0,443062.8,0.0,,0.0,Consumer credit,-902,
66075,240296,5005342,Active,currency 1,-745,0,718.0,,47205.0,0,1665000.0,,,0.0,Consumer credit,-36,49189.5
570896,411055,5682567,Closed,currency 1,-2918,0,-2612.0,-1731.0,4218.48,0,44023.5,0.0,0.0,0.0,Consumer credit,-618,
1484780,321921,6112258,Active,currency 1,-706,0,-339.0,,,0,162540.0,137965.5,,0.0,Consumer credit,-421,0.0
1360740,430261,5409507,Closed,currency 1,-212,0,,-184.0,,0,4500.0,0.0,,0.0,Consumer credit,-184,
176502,179693,5700981,Closed,currency 1,-1928,0,-1129.0,-1129.0,,0,164682.0,,,0.0,Consumer credit,-1129,
1643156,418991,5553215,Closed,currency 1,-1380,0,-1205.0,-1205.0,,0,19480.5,0.0,,0.0,Consumer credit,-413,
1241020,287241,5955919,Closed,currency 1,-1942,0,-1728.0,-1910.0,0.0,0,44220.735,0.0,0.0,0.0,Consumer credit,-1910,
1596475,197204,5330332,Active,currency 1,-158,0,938.0,,,0,450000.0,420970.5,0.0,0.0,Consumer credit,-44,
1451556,151260,5758938,Closed,currency 1,-539,0,1287.0,-258.0,,0,270000.0,0.0,0.0,0.0,Consumer credit,-239,
463287,214010,5977751,Closed,currency 1,-1487,0,-391.0,-765.0,0.0,0,1147500.0,,,0.0,Consumer credit,-765,
904894,119737,5667703,Active,currency 1,-788,0,308.0,,0.0,1,36000.0,0.0,36000.0,0.0,Credit card,-4,
59482,196013,5237837,Closed,currency 1,-620,0,110.0,-437.0,,0,277830.0,0.0,0.0,0.0,Consumer credit,-382,
709614,206353,5497797,Active,currency 1,-119,0,246.0,,0.0,0,43317.0,34623.0,0.0,0.0,Consumer credit,-26,
1409239,200715,6107634,Active,currency 1,-671,0,587.0,,,0,112500.0,96255.0,0.0,0.0,Credit card,-113,
1404587,164248,6102102,Closed,currency 1,-1485,0,-754.0,-753.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-725,
688956,261555,5315414,Closed,currency 1,-670,0,-549.0,-549.0,0.0,0,22927.5,0.0,0.0,0.0,Consumer credit,-548,
458890,419452,5040945,Closed,currency 1,-2916,0,-2520.0,-2549.0,0.0,0,62026.38,0.0,0.0,0.0,Consumer credit,-2549,
109431,347394,6026739,Closed,currency 1,-2581,0,-2394.0,-2393.0,,0,21847.5,0.0,,0.0,Consumer credit,-505,0.0
33253,219313,5804171,Closed,currency 1,-223,0,-42.0,-42.0,0.0,0,151776.0,0.0,0.0,0.0,Consumer credit,-37,
208038,222909,6575126,Active,currency 1,-1272,0,583.0,,,0,459000.0,459803.115,,0.0,Credit card,-8,
238548,298323,5789939,Active,currency 1,-1774,0,25.0,,,0,225000.0,7627.5,0.0,0.0,Consumer credit,-20,3915.0
652225,125884,6785023,Active,currency 1,-1381,0,804.0,,,0,391500.0,374508.0,0.0,0.0,Credit card,-42,
1276909,136079,6161327,Active,currency 1,-820,0,539.0,,,0,157500.0,109705.5,0.0,0.0,Credit card,-89,0.0
492483,236063,5093849,Closed,currency 1,-684,0,-319.0,-653.0,0.0,0,22500.0,0.0,0.0,0.0,Credit card,-407,
1334019,235226,6600438,Active,currency 1,-583,0,696.0,,,0,112500.0,105966.0,0.0,0.0,Credit card,-27,
572559,220501,6299314,Closed,currency 1,-819,0,-697.0,-691.0,,0,23805.0,0.0,0.0,0.0,Consumer credit,-689,0.0
198018,129645,6264442,Active,currency 1,-546,0,,,,0,90000.0,,,0.0,Credit card,-545,3631.5
188204,450270,5786193,Closed,currency 1,-726,0,-544.0,-544.0,0.0,0,56700.0,0.0,0.0,0.0,Consumer credit,-539,
914389,359279,6046667,Active,currency 1,-458,0,639.0,,,0,67500.0,0.0,0.0,0.0,Credit card,-45,13635.0
1025119,307202,5886416,Closed,currency 1,-1946,0,-1216.0,-1216.0,,0,400396.5,0.0,,0.0,Consumer credit,-1214,
1513471,366894,6704849,Closed,currency 1,-2465,0,-1735.0,-1744.0,0.0,0,450000.0,,,0.0,Consumer credit,-1744,
205306,453010,5836691,Closed,currency 1,-1115,0,12820.0,-812.0,,0,45000.0,0.0,0.0,0.0,Credit card,-801,32737.14
1648334,264343,5559484,Closed,currency 1,-2584,0,-2400.0,-2341.0,13900.23,0,81000.0,0.0,0.0,0.0,Consumer credit,-2341,
821949,376486,6796601,Closed,currency 1,-2838,0,-2654.0,-2681.0,,0,24786.0,0.0,,0.0,Consumer credit,-2006,0.0
631667,254109,5446890,Closed,currency 1,-2574,0,-2238.0,-2267.0,0.0,0,14175.0,0.0,0.0,0.0,Consumer credit,-2267,
1457338,176281,6611370,Active,currency 1,-182,0,549.0,,,0,190278.0,156762.0,0.0,0.0,Consumer credit,-30,9765.0
1402020,148785,6722804,Closed,currency 1,-1766,0,,-473.0,,0,1125000.0,0.0,,0.0,Consumer credit,-472,0.0
96599,315812,6538108,Active,currency 1,-666,0,1180.0,,0.0,0,13500.0,7650.0,5850.0,0.0,Credit card,-10,
445473,246990,6528913,Closed,currency 1,-774,0,-289.0,-289.0,0.0,0,422550.0,0.0,0.0,0.0,Consumer credit,-285,
158018,389140,6596918,Closed,currency 1,-2338,0,-2246.0,-2246.0,,0,40905.0,0.0,,0.0,Consumer credit,-2246,
817756,427559,6791683,Active,currency 1,-243,0,488.0,,0.0,0,472500.0,355963.5,0.0,0.0,Consumer credit,-24,
572957,309202,6299767,Closed,currency 1,-1323,0,-828.0,-828.0,0.0,0,53128.71,0.0,0.0,0.0,Consumer credit,-828,
633401,128083,6223001,Closed,currency 1,-493,0,-128.0,-136.0,,0,675000.0,0.0,0.0,0.0,Consumer credit,-113,
280814,357291,6014501,Active,currency 1,-2858,0,-1737.0,,1800.0,0,135000.0,-361.26,361.26,0.0,Credit card,-698,
591341,386775,5493095,Closed,currency 1,-207,0,-146.0,-196.0,,0,4500.0,0.0,,0.0,Consumer credit,-196,0.0
58815,263164,5237060,Active,currency 1,-1022,0,83.0,,,0,270000.0,281452.5,0.0,0.0,Credit card,-23,0.0
1344127,278478,6623248,Active,currency 1,-906,0,191.0,,0.0,0,45000.0,44583.12,416.88,0.0,Credit card,-6,
81705,115053,5260743,Closed,currency 1,-270,0,-120.0,-120.0,0.0,0,225000.0,0.0,0.0,0.0,Consumer credit,-120,
944832,131217,5822812,Closed,currency 1,-912,0,-365.0,-691.0,0.81,0,380340.0,0.0,0.0,0.0,Consumer credit,-691,
176631,355599,5701144,Active,currency 1,-393,0,,,0.0,0,101250.0,5904.0,95344.47,0.0,Credit card,-35,
751657,443684,6633041,Active,currency 1,-1071,0,701.0,,,0,0.0,0.0,0.0,0.0,Credit card,-4,37381.5
1319124,223367,5405008,Closed,currency 1,-1304,0,156.0,-999.0,,0,904500.0,0.0,0.0,0.0,Consumer credit,-629,0.0
533237,121692,5482068,Closed,currency 1,-1319,0,-1016.0,-1016.0,0.0,0,54334.8,0.0,0.0,0.0,Consumer credit,-1016,
1110894,373233,6119342,Closed,currency 1,-1110,0,351.0,-186.0,,0,900000.0,0.0,0.0,0.0,Consumer credit,-171,
1702400,421628,6839956,Active,currency 1,-765,0,,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-8,6250.005
609719,362316,6469026,Closed,currency 1,-1695,0,-829.0,-822.0,,0,0.0,0.0,0.0,0.0,Credit card,-815,
130271,437959,6571125,Active,currency 1,-89,0,92.0,,,0,64017.0,,,0.0,Consumer credit,-22,20680.515
423973,385689,5744890,Active,currency 1,-537,0,193.0,,,0,306139.5,84046.5,0.0,0.0,Consumer credit,-19,
1226169,386666,5621827,Active,currency 1,-662,0,433.0,,7470.45,0,273136.5,135526.5,0.0,0.0,Consumer credit,-24,
313938,252756,6063633,Closed,currency 1,-885,0,-704.0,-704.0,,0,99000.0,,,0.0,Consumer credit,-698,0.0
1062197,423817,6477291,Active,currency 1,-210,0,1476.0,,,0,2160000.0,1917274.5,0.0,0.0,Consumer credit,-28,
214488,173459,6564472,Closed,currency 1,-1082,0,-777.0,-776.0,,0,82980.0,75289.5,,0.0,Consumer credit,-676,
625822,325111,5691176,Active,currency 1,-625,0,122.0,,0.0,0,83371.5,18687.33,0.0,0.0,Consumer credit,-10,
892339,145331,5821117,Active,currency 1,-182,0,5.0,,,0,55813.5,10111.5,,0.0,Consumer credit,-26,0.0
1281283,346721,5652929,Closed,currency 1,-2694,0,-2146.0,-2444.0,,0,202500.0,0.0,0.0,0.0,Consumer credit,-245,
726580,449715,5026871,Closed,currency 1,-1839,0,-745.0,-746.0,,0,360000.0,0.0,0.0,0.0,Consumer credit,-518,
472712,452518,5104637,Closed,currency 1,-2560,0,-2194.0,-2215.0,,0,46642.5,0.0,,0.0,Consumer credit,-1814,
1432962,409659,6720912,Closed,currency 1,-1189,0,-1096.0,-1091.0,,0,21573.0,0.0,0.0,0.0,Consumer credit,-713,
1097650,189083,5772056,Active,currency 1,-1008,0,89.0,,0.0,0,337500.0,,,0.0,Consumer credit,-664,9121.635
891455,396060,5820042,Closed,currency 1,-2241,0,-1505.0,-1081.0,,0,31500.0,,,0.0,Credit card,-1080,0.0
1203398,231245,6130444,Closed,currency 1,-241,0,-59.0,-59.0,,0,129559.5,0.0,0.0,0.0,Consumer credit,-57,0.0
644867,442557,6148741,Active,currency 1,-73,0,292.0,,,0,202500.0,179554.5,,0.0,Consumer credit,-10,
1273388,297334,6204934,Closed,currency 1,-407,0,-42.0,-42.0,,0,69309.0,0.0,0.0,0.0,Consumer credit,-33,4953.735
903744,297555,5666238,Closed,currency 1,-561,0,535.0,-115.0,0.0,0,450000.0,,,0.0,Consumer credit,-115,
193214,208007,6258816,Active,currency 1,-111,0,11.0,,0.0,0,22815.0,6210.0,0.0,0.0,Consumer credit,-17,
68665,169560,5008559,Active,currency 1,-735,0,1091.0,,756.0,0,1350000.0,968872.5,0.0,0.0,Consumer credit,-5,
499928,432325,5641554,Closed,currency 1,-2260,0,-108.0,-108.0,,0,3209175.0,0.0,0.0,0.0,Car loan,-107,0.0
670793,186849,5024355,Closed,currency 1,-1226,0,-130.0,-980.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-972,4778.235
1496810,191717,6340615,Closed,currency 1,-2559,0,-733.0,-2017.0,,0,315000.0,0.0,0.0,0.0,Consumer credit,-167,
182265,279400,6813062,Closed,currency 1,-1451,0,375.0,-226.0,,0,1800000.0,0.0,0.0,0.0,Consumer credit,-193,
478806,192496,5112118,Active,currency 1,-435,0,,,0.0,0,11250.0,0.0,0.0,0.0,Credit card,-12,
1538573,272629,5376923,Closed,currency 1,-641,0,-532.0,-532.0,,0,1395000.0,0.0,0.0,0.0,Consumer credit,-51,0.0
343279,302707,5733555,Closed,currency 1,-1093,0,-363.0,-329.0,,0,119173.5,,,0.0,Consumer credit,-320,
775555,450914,5432104,Active,currency 1,-99,0,-5.0,,,0,155902.5,55413.0,,0.0,Consumer credit,-13,
131116,439804,6572110,Closed,currency 1,-2642,0,-1911.0,-1911.0,,0,360000.0,0.0,,0.0,Consumer credit,-1679,
1019337,455293,5962718,Active,currency 1,-450,0,1359.0,,0.0,0,45000.0,0.0,0.0,0.0,Credit card,-450,
987649,403214,5078591,Active,currency 1,-1786,0,9173.0,,5265.0,0,65250.0,,,0.0,Credit card,-15,2299.5
592700,335170,6777355,Closed,currency 1,-523,0,1205.0,-402.0,,0,0.0,0.0,,0.0,Credit card,-124,
998686,439916,5450320,Active,currency 1,-2817,0,-2433.0,,,0,135000.0,,,0.0,Consumer credit,-2402,
1566605,154703,5749148,Active,currency 1,-2574,0,-1463.0,,0.0,0,180000.0,0.0,0.0,0.0,Credit card,-626,
251688,396845,5900380,Closed,currency 1,-881,0,-697.0,-661.0,,0,26325.0,0.0,0.0,0.0,Consumer credit,-660,
141486,172046,6558861,Active,currency 1,-1709,0,88.0,,0.0,0,423000.0,102604.86,320395.14,0.0,Credit card,-16,6750.0
1244126,404964,5959483,Closed,currency 1,-1636,0,-1515.0,-1515.0,,0,46849.5,0.0,,0.0,Consumer credit,-1370,0.0
1308059,426877,5429946,Active,currency 1,-384,0,344.0,,,0,83911.5,43555.5,0.0,0.0,Consumer credit,-3,
1159639,331707,6190332,Closed,currency 1,-1533,0,-1168.0,-1114.0,,0,178128.0,,,0.0,Consumer credit,-1111,0.0
172348,225951,6372594,Closed,currency 1,-1681,0,-1466.0,-1526.0,,0,56495.16,0.0,,0.0,Consumer credit,-802,
1781,113261,5716658,Closed,currency 1,-907,0,-602.0,-602.0,,0,126117.0,0.0,,0.0,Credit card,-602,
387220,254961,5184244,Closed,currency 1,-1794,0,-1424.0,-908.0,,0,225000.0,,,0.0,Consumer credit,-905,
1548691,159310,6726494,Active,currency 1,-168,0,136.0,,,0,51705.0,33241.5,0.0,0.0,Consumer credit,-41,5143.5
455371,201233,5036641,Active,currency 1,-1222,0,-126.0,,,0,238810.5,94419.0,0.0,0.0,Consumer credit,-343,18477.0
430200,291232,6834434,Closed,currency 1,-2270,0,-1722.0,-1735.0,,0,99000.0,0.0,0.0,0.0,Consumer credit,-1613,0.0
164347,256776,6253626,Active,currency 1,-431,0,1377.0,,,0,2654869.5,2285392.5,0.0,0.0,Consumer credit,-20,81612.0
1427530,358048,6714428,Closed,currency 1,-2239,0,-413.0,-435.0,,0,810000.0,0.0,0.0,0.0,Consumer credit,-424,
370559,419639,5546353,Closed,currency 1,-1744,0,-1470.0,-1470.0,0.0,0,18090.0,0.0,0.0,0.0,Consumer credit,-1470,
38353,409441,5810291,Closed,currency 1,-536,0,9.0,-131.0,,0,707364.0,0.0,,0.0,Consumer credit,-130,
959017,325150,6242910,Closed,currency 1,-2431,0,-605.0,-1827.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-256,0.0
1115110,381860,6124267,Active,currency 1,-247,0,668.0,,0.0,0,465750.0,387801.0,0.0,0.0,Consumer credit,-31,
1237937,239939,5917223,Closed,currency 1,-1854,0,-732.0,-1524.0,0.0,0,135000.0,0.0,0.0,0.0,Credit card,-1509,
48427,154896,5220071,Closed,currency 1,-2828,0,-1733.0,-1919.0,,0,373500.0,0.0,0.0,0.0,Consumer credit,-1423,
600997,282826,5145052,Closed,currency 1,-2026,0,-1723.0,-964.0,,0,91665.0,,,0.0,Consumer credit,-961,
159476,174901,5812786,Closed,currency 1,-2052,0,-1871.0,-1199.0,,0,21199.5,,,0.0,Consumer credit,-1196,0.0
149057,210231,6548922,Closed,currency 1,-2528,0,-1972.0,-1972.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-1676,0.0
289407,317410,5902862,Active,currency 1,-354,0,,,6379.65,0,135000.0,124371.0,10627.785,0.0,Credit card,-25,13500.0
1202184,253842,6128953,Closed,currency 1,-2687,0,-2138.0,-2140.0,,0,225000.0,,,0.0,Consumer credit,-2133,
1236590,230116,5915622,Active,currency 1,-211,0,10747.0,,0.0,0,108000.0,,,0.0,Credit card,-211,10800.0
474098,167188,5106235,Closed,currency 1,-1122,0,-174.0,-173.0,,0,175500.0,0.0,,0.0,Credit card,-172,
22977,142064,5197852,Sold,currency 1,-1171,0,,,,0,3645000.0,,,0.0,Mortgage,-1114,
427872,186784,6831657,Closed,currency 1,-2365,0,-2061.0,-2061.0,0.0,0,103927.5,0.0,0.0,0.0,Consumer credit,-2061,
730803,352243,6375783,Closed,currency 1,-361,0,-76.0,-76.0,,0,67500.0,265.5,,0.0,Credit card,-76,10324.44
1188269,360946,6807148,Closed,currency 1,-2893,0,-2709.0,-2707.0,,0,17122.5,0.0,,0.0,Consumer credit,-548,0.0
1142920,228788,6756863,Closed,currency 1,-1229,0,-1000.0,-991.0,,0,20119.5,0.0,0.0,0.0,Consumer credit,-735,
212622,231786,6580414,Closed,currency 1,-1416,0,-1233.0,-1233.0,,0,27490.5,0.0,0.0,0.0,Consumer credit,-927,0.0
25162,410930,5200591,Closed,currency 1,-2480,0,,-1778.0,,0,11758500.0,,,0.0,Mortgage,-1778,
1314876,414822,5171579,Closed,currency 1,-942,0,-758.0,-758.0,0.0,0,123705.0,0.0,0.0,0.0,Consumer credit,-758,
423822,318512,5744707,Closed,currency 1,-2345,0,-2224.0,-2224.0,,0,17055.0,0.0,0.0,0.0,Consumer credit,-1716,
992657,108757,6425067,Active,currency 1,-1547,0,,,,0,135000.0,0.0,,0.0,Credit card,-941,
1566356,382179,5748819,Closed,currency 1,-2878,0,-1051.0,-1048.0,5197.5,0,202500.0,,,0.0,Consumer credit,-1048,
1576947,109399,6667956,Closed,currency 1,-918,0,-553.0,-889.0,,0,112500.0,,,0.0,Consumer credit,-845,
570176,243278,5681729,Closed,currency 1,-1084,0,-902.0,-902.0,,0,31500.0,,,0.0,Consumer credit,-897,
882816,177790,6803114,Closed,currency 1,-2199,0,-1653.0,-1896.0,,0,202500.0,0.0,0.0,0.0,Consumer credit,-1322,
1210234,173177,5781206,Closed,currency 1,-928,0,1630.0,-413.0,,0,675000.0,0.0,0.0,0.0,Consumer credit,-374,
