,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
95413,210781,0,Cash loans,M,N,Y,0,225000.0,1288350.0,41692.5,1125000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.010147,-16772,-279,-365.0,-325,,1,1,0,1,0,0,High skill tech staff,2.0,2,2,FRIDAY,11,0,0,0,0,0,0,Kindergarten,,0.6335923527848878,0.5262949398096192,0.2227,0.125,0.9975,,,0.16,0.1379,0.3333,,0.0623,,0.1707,,0.0,0.2269,0.1297,0.9975,,,0.1611,0.1379,0.3333,,0.0638,,0.1779,,0.0,0.2248,0.125,0.9975,,,0.16,0.1379,0.3333,,0.0634,,0.1738,,0.0,,block of flats,0.1569,"Stone, brick",No,1.0,0.0,1.0,0.0,-458.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
123480,243199,0,Cash loans,M,Y,Y,0,450000.0,1329579.0,36693.0,1161000.0,"Spouse, partner",Working,Secondary / secondary special,Married,Municipal apartment,0.072508,-19705,-4207,-6767.0,-3243,3.0,1,1,0,1,1,0,Security staff,2.0,1,1,SUNDAY,12,0,0,0,0,0,0,Business Entity Type 1,0.6008454259700053,0.5682161799684748,0.1556893746835917,0.1899,,0.9841,,,0.22399999999999998,0.0966,0.65,,,,0.1741,,,0.1303,,0.9846,,,0.2417,0.1034,0.6667,,,,0.0267,,,0.2082,,0.9846,,,0.24,0.1034,0.6667,,,,0.2091,,,,block of flats,0.1921,Panel,No,3.0,0.0,3.0,0.0,-3320.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
255208,395302,0,Cash loans,F,N,Y,0,54000.0,469152.0,20794.5,405000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.006629,-16153,-1035,-4592.0,-4592,,1,1,1,1,1,0,Accountants,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Bank,,0.5331808377916538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
179256,307720,0,Cash loans,F,N,Y,0,157500.0,675000.0,21775.5,675000.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.035792000000000004,-12174,-2398,-631.0,-4359,,1,1,0,1,1,0,,1.0,2,2,TUESDAY,9,0,0,0,0,0,0,Government,0.5294132333290429,0.5874017387289988,0.4722533429586386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
141245,263762,1,Cash loans,F,N,Y,0,90000.0,225000.0,22050.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.015221,-24667,365243,-13108.0,-4031,,1,0,0,1,1,0,,1.0,2,2,MONDAY,9,0,0,0,0,0,0,XNA,,0.7052160843677291,0.1385128770585923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-382.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,1.0
168933,295803,0,Cash loans,F,N,N,0,382500.0,1800000.0,74286.0,1800000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.032561,-18229,-3027,-10247.0,-1773,,1,1,1,1,1,1,Managers,2.0,1,1,THURSDAY,15,0,0,0,0,0,0,Self-employed,0.7781994409130256,0.7660829481474255,0.4740512892789932,0.2515,0.1936,0.9841,0.7824,0.0,0.28,0.2414,0.3333,0.375,0.0757,0.2051,0.2819,0.0,0.0088,0.2563,0.2009,0.9841,0.7909,0.0,0.282,0.2414,0.3333,0.375,0.0774,0.2241,0.2938,0.0,0.0093,0.254,0.1936,0.9841,0.7853,0.0,0.28,0.2414,0.3333,0.375,0.077,0.2086,0.287,0.0,0.009000000000000001,reg oper spec account,block of flats,0.2237,Panel,No,0.0,0.0,0.0,0.0,-3245.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
52529,160838,0,Revolving loans,M,Y,N,1,202500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.018801,-13457,-132,-5.0,-4261,19.0,1,1,0,1,0,0,Laborers,2.0,2,2,MONDAY,7,0,0,0,0,0,0,Business Entity Type 3,0.11415562147179036,0.5797122345410433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,-1176.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
274952,418683,0,Cash loans,F,Y,N,0,202500.0,616261.5,19480.5,468000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.04622,-19028,-4402,-6993.0,-2507,12.0,1,1,0,1,0,0,Cooking staff,2.0,1,1,TUESDAY,11,0,0,0,0,0,0,Medicine,0.7650427357248173,0.7471438341349749,0.5406544504453575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-409.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
227935,364018,0,Cash loans,F,N,N,1,103500.0,337500.0,16546.5,337500.0,Other_B,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.018209,-16424,-1714,-3577.0,-2859,,1,1,0,1,1,0,,2.0,3,3,THURSDAY,11,0,0,0,0,0,0,Other,0.4544600396765793,0.391826703459211,0.722392890081304,0.1464,0.1033,0.9866,0.8164,0.0372,0.16,0.1379,0.3333,0.375,0.0744,0.1177,0.1448,0.0077,0.0157,0.1492,0.1072,0.9866,0.8236,0.0375,0.1611,0.1379,0.3333,0.375,0.0761,0.1286,0.1509,0.0078,0.0167,0.1478,0.1033,0.9866,0.8189,0.0374,0.16,0.1379,0.3333,0.375,0.0757,0.1197,0.1474,0.0078,0.0161,reg oper account,block of flats,0.1377,Panel,No,0.0,0.0,0.0,0.0,-2591.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
302962,451005,0,Revolving loans,F,Y,N,0,135000.0,337500.0,16875.0,337500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.026392,-18927,-6593,-10587.0,-2450,7.0,1,1,0,1,1,0,Core staff,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,Insurance,0.3952825757868044,0.6674770614458226,0.7557400501752248,0.066,0.1968,0.9801,,,0.0,0.1379,0.0,,0.0591,,0.0789,,,0.0672,0.2042,0.9801,,,0.0,0.1379,0.0,,0.0605,,0.0822,,,0.0666,0.1968,0.9801,,,0.0,0.1379,0.0,,0.0602,,0.0803,,,,block of flats,0.0658,"Stone, brick",No,1.0,0.0,1.0,0.0,-1688.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
152149,276349,0,Cash loans,F,N,Y,0,157500.0,900000.0,26446.5,900000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.010006,-15944,-183,-9522.0,-4869,,1,1,1,1,1,0,Core staff,1.0,2,2,SUNDAY,14,0,0,0,0,0,0,Kindergarten,0.5524550178197676,0.5585557559249622,0.6658549219640212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,1.0,-1473.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
9358,110879,0,Cash loans,F,Y,Y,1,225000.0,1319269.5,36409.5,1152000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.02461,-17213,-5545,-852.0,-767,0.0,1,1,0,1,0,0,Accountants,2.0,2,2,MONDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.886772994229285,0.6919520385927217,0.2340151665320674,0.2598,0.10400000000000001,0.9871,0.8232,0.0941,0.28,0.2414,0.3333,0.375,0.2467,0.2118,0.2582,,0.0,0.2647,0.10800000000000001,0.9871,0.8301,0.095,0.282,0.2414,0.3333,0.375,0.2523,0.2314,0.26899999999999996,,0.0,0.2623,0.10400000000000001,0.9871,0.8256,0.0947,0.28,0.2414,0.3333,0.375,0.251,0.2155,0.2628,,0.0,reg oper account,block of flats,0.2773,Panel,No,4.0,1.0,4.0,1.0,-1243.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,2.0,1.0
213870,347826,0,Cash loans,F,N,Y,2,157500.0,450000.0,27324.0,450000.0,Unaccompanied,Working,Lower secondary,Civil marriage,House / apartment,0.026392,-11300,-1007,-5437.0,-2678,,1,1,0,1,0,0,Laborers,4.0,2,2,MONDAY,16,0,0,0,0,0,0,Business Entity Type 2,0.3106404082924732,0.5351832501025856,0.28371188263500075,0.3918,0.3231,0.9876,0.83,0.0635,0.0,0.8621,0.1667,0.2083,0.574,0.3177,0.3579,0.0077,0.003,0.3992,0.3353,0.9876,0.8367,0.0641,0.0,0.8621,0.1667,0.2083,0.5871,0.3471,0.3728,0.0078,0.0032,0.3955,0.3231,0.9876,0.8323,0.0639,0.0,0.8621,0.1667,0.2083,0.584,0.3232,0.3643,0.0078,0.0031,reg oper account,block of flats,0.2821,Panel,No,2.0,2.0,2.0,2.0,-664.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
240929,378969,0,Cash loans,M,Y,Y,2,247500.0,654498.0,33547.5,585000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.005144,-14950,-2706,-7711.0,-4370,18.0,1,1,0,1,0,0,Laborers,4.0,2,2,FRIDAY,9,0,0,0,0,0,0,Transport: type 4,0.4169456730758855,0.5107700017316918,0.4561097392782771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-701.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
183238,312379,0,Cash loans,M,N,Y,1,94500.0,234576.0,18283.5,202500.0,,Working,Secondary / secondary special,Married,House / apartment,0.018634,-16867,-2613,-1300.0,-424,,1,1,1,1,0,0,Drivers,3.0,2,2,MONDAY,11,0,0,0,0,1,1,Other,,0.2494659493884745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
242960,381253,0,Cash loans,F,Y,Y,1,67500.0,585000.0,55674.0,585000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-15926,-3101,-7857.0,-4046,6.0,1,1,0,1,0,0,,3.0,2,2,MONDAY,16,0,0,0,0,0,0,Self-employed,0.510027690758664,0.6392946484676,0.7801436381572275,0.1577,0.083,0.9767,0.6804,0.0,0.0,0.1034,0.1667,0.2083,0.0645,0.1286,0.0609,0.0116,0.0018,0.1607,0.0861,0.9767,0.6929,0.0,0.0,0.1034,0.1667,0.2083,0.0659,0.1405,0.0635,0.0117,0.0019,0.1593,0.083,0.9767,0.6847,0.0,0.0,0.1034,0.1667,0.2083,0.0656,0.1308,0.062,0.0116,0.0019,reg oper spec account,block of flats,0.0707,"Stone, brick",No,0.0,0.0,0.0,0.0,-224.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
209671,343000,0,Cash loans,F,N,Y,0,67500.0,673875.0,21865.5,562500.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.030755,-14287,-2562,-599.0,-3996,,1,1,0,1,0,0,Sales staff,2.0,2,2,MONDAY,13,0,0,0,0,1,1,Business Entity Type 3,,0.40804636318890936,0.7738956942145427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1544.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
9430,110964,0,Cash loans,M,N,Y,0,135000.0,640080.0,31261.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-11145,-1252,-4405.0,-2493,,1,1,1,1,0,0,,2.0,3,3,THURSDAY,10,0,0,0,0,1,1,Business Entity Type 1,,0.4849342143343003,0.12769879437277135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-333.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
83582,196941,0,Cash loans,F,N,Y,0,90000.0,533668.5,21294.0,477000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-20329,-6406,-6507.0,-3883,,1,1,0,1,0,0,Laborers,2.0,2,2,MONDAY,8,0,0,0,0,0,0,Business Entity Type 3,,0.2631435910213423,0.6075573001388961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,-989.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
265457,407450,0,Cash loans,F,N,N,1,162000.0,101880.0,10435.5,90000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.018801,-15425,-1848,-7234.0,-5141,,1,1,1,1,1,0,Core staff,3.0,2,2,MONDAY,15,0,0,0,0,0,0,Kindergarten,,0.14861207367533222,,0.1113,0.0857,0.9901,,,0.12,0.1724,0.3333,,0.1862,,0.0697,,0.0,0.1134,0.08900000000000001,0.9901,,,0.1208,0.1724,0.3333,,0.1904,,0.0726,,0.0,0.1124,0.0857,0.9901,,,0.12,0.1724,0.3333,,0.1894,,0.071,,0.0,,block of flats,0.09,"Stone, brick",No,0.0,0.0,0.0,0.0,-1525.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
179517,308029,0,Cash loans,M,N,N,0,126000.0,454500.0,21060.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-22437,-2376,-12545.0,-4390,,1,1,1,1,1,0,Laborers,2.0,2,2,SUNDAY,17,0,1,1,0,1,1,Industry: type 9,,0.16214456766623808,0.5046813193144684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-274.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
204254,336798,0,Cash loans,M,N,Y,1,247500.0,167076.0,13522.5,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.035792000000000004,-15952,-6924,-212.0,-5014,,1,1,0,1,0,1,Core staff,3.0,2,2,THURSDAY,13,0,0,0,0,0,0,Military,0.2572864872695337,0.4643255083886864,0.36896873825284665,0.0835,0.0485,0.9985,0.9796,0.1826,0.08,0.0345,0.625,0.0417,0.0947,0.0672,0.0981,0.0039,0.1043,0.0851,0.0503,0.9985,0.9804,0.1842,0.0806,0.0345,0.625,0.0417,0.0968,0.0735,0.1022,0.0039,0.1104,0.0843,0.0485,0.9985,0.9799,0.1837,0.08,0.0345,0.625,0.0417,0.0963,0.0684,0.0998,0.0039,0.1065,reg oper account,block of flats,0.0998,Monolithic,No,0.0,0.0,0.0,0.0,-1824.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,9.0
233054,369938,0,Cash loans,F,N,Y,0,112500.0,269550.0,16416.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00823,-15193,-192,-4945.0,-4137,,1,1,1,1,0,0,Core staff,2.0,2,2,FRIDAY,11,0,1,1,0,0,0,Trade: type 7,0.3850381882237769,0.24243001614129794,0.5567274263630174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
214271,348297,0,Cash loans,F,N,Y,0,90000.0,495351.0,26518.5,459000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.008575,-18137,-2179,-2401.0,-1604,,1,1,0,1,1,0,Sales staff,1.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Trade: type 7,,0.5965233833630926,0.4686596550493113,0.0722,0.0,0.9752,0.66,0.0052,0.0,0.1207,0.1667,0.0417,0.0754,0.0504,0.0576,0.0,0.0,0.063,0.0,0.9752,0.6733,0.0052,0.0,0.1034,0.1667,0.0417,0.0731,0.0551,0.0552,0.0,0.0,0.0729,0.0,0.9752,0.6645,0.0052,0.0,0.1207,0.1667,0.0417,0.0767,0.0513,0.0586,0.0,0.0,reg oper account,block of flats,0.0401,"Stone, brick",No,0.0,0.0,0.0,0.0,-592.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
30788,135735,0,Cash loans,F,N,Y,0,99000.0,679500.0,19998.0,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009657,-17541,-7276,-8687.0,-1092,,1,1,1,1,1,1,Laborers,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Business Entity Type 1,,0.5526165686366717,0.4418358231994413,0.4722,0.3003,0.9846,0.7959999999999999,0.034,0.52,0.4483,0.3333,0.375,0.2563,0.385,0.39399999999999996,0.0,0.0069,0.4811,0.2702,0.9846,0.804,0.0343,0.5236,0.4483,0.3333,0.375,0.2622,0.4206,0.306,0.0,0.0073,0.4767,0.3003,0.9846,0.7987,0.0342,0.52,0.4483,0.3333,0.375,0.2608,0.3916,0.4011,0.0,0.0071,reg oper account,block of flats,0.3876,Panel,No,0.0,0.0,0.0,0.0,-1393.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,5.0
283172,427966,0,Cash loans,M,Y,N,0,157500.0,454500.0,46570.5,454500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.011657,-10483,-1636,-996.0,-3172,12.0,1,1,1,1,0,0,Sales staff,2.0,1,1,THURSDAY,11,0,0,0,0,1,1,Business Entity Type 3,0.4489606637381664,0.529712214294233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-903.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
108008,225299,0,Cash loans,F,N,N,0,180000.0,675000.0,17937.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006670999999999999,-18021,-2436,-8677.0,-1566,,1,1,0,1,0,0,Sales staff,2.0,2,2,SATURDAY,12,0,0,0,0,0,0,Self-employed,0.8520615151466658,0.6032887425674844,0.6738300778602003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2439.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
203780,336247,0,Cash loans,F,N,Y,0,112500.0,800500.5,31878.0,715500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00733,-22356,-4545,-7912.0,-3859,,1,1,0,1,0,0,Laborers,2.0,2,2,FRIDAY,11,0,0,0,0,1,1,Other,,0.5524814058740883,0.20442262537632874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,-1268.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,5.0
113960,232169,0,Cash loans,F,N,N,0,225000.0,942300.0,27004.5,675000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.001333,-10067,-452,-4582.0,-2682,,1,1,0,1,0,0,Sales staff,1.0,3,3,THURSDAY,11,0,0,0,0,1,1,Trade: type 2,0.4417923529339292,0.1499812941164452,0.21275630545434146,0.0247,0.0566,0.9901,0.8640000000000001,0.0032,0.0,0.1034,0.0833,0.125,0.0196,0.0202,0.0267,0.0,0.0,0.0252,0.0588,0.9901,0.8693,0.0033,0.0,0.1034,0.0833,0.125,0.0201,0.022000000000000002,0.0278,0.0,0.0,0.025,0.0566,0.9901,0.8658,0.0033,0.0,0.1034,0.0833,0.125,0.02,0.0205,0.0271,0.0,0.0,reg oper account,block of flats,0.021,"Stone, brick",No,0.0,0.0,0.0,0.0,-254.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0
269833,412724,0,Cash loans,F,N,Y,0,180000.0,900000.0,26446.5,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,0.003540999999999999,-18473,-1456,-7276.0,-1995,,1,1,0,1,0,0,Laborers,1.0,1,1,FRIDAY,10,0,0,0,0,0,0,Industry: type 9,0.6310140665632372,0.6555008716001007,0.7252764347002191,0.0742,0.054000000000000006,0.9851,0.7959999999999999,0.0253,0.08,0.069,0.3333,,0.0096,0.0597,0.0766,0.0039,0.0051,0.0756,0.055999999999999994,0.9851,0.804,0.0255,0.0806,0.069,0.3333,,0.0098,0.0652,0.0799,0.0039,0.0054,0.0749,0.054000000000000006,0.9851,0.7987,0.0255,0.08,0.069,0.3333,,0.0097,0.0607,0.078,0.0039,0.0052,reg oper account,block of flats,0.0752,Panel,No,2.0,0.0,2.0,0.0,-307.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
103413,220030,0,Cash loans,F,N,Y,0,112500.0,352044.0,17253.0,247500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.008019,-14453,-1378,-2432.0,-5015,,1,1,0,1,0,0,Sales staff,2.0,2,2,MONDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.6343788730234697,0.7922644738669378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-733.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
265384,407369,0,Cash loans,F,Y,Y,1,112500.0,724981.5,39460.5,648000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.016612000000000002,-8734,-1585,-6762.0,-1238,7.0,1,1,0,1,0,0,Laborers,3.0,2,2,THURSDAY,14,0,0,0,0,0,0,Transport: type 4,0.6713596626599729,0.5879740038932706,0.4848514754962666,0.0928,0.0592,0.9821,,,0.08,0.0345,0.4583,,0.0,,0.0841,,0.0178,0.0945,0.0614,0.9821,,,0.0806,0.0345,0.4583,,0.0,,0.0876,,0.0189,0.0937,0.0592,0.9821,,,0.08,0.0345,0.4583,,0.0,,0.0856,,0.0182,,block of flats,0.0883,"Stone, brick",No,1.0,1.0,1.0,1.0,-775.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,2.0,2.0
